alpha,RMSE kJ/mol,R2
0.001,2.423186781278499,0.9123956662726969
0.01,2.217477710602452,0.9267225777522763
0.1,2.0760967856984065,0.9353188430965854
1.0,1.9690772687778317,0.9422371342874867
2.0,2.017638931607605,0.9395916860179276
3.0,2.1458036413048793,0.9318404877824353
