alpha,RMSE kJ/mol,R2
0.001,7.820409057935066,0.7845120633610051
0.01,7.039861597599595,0.8268237312068418
0.1,6.377551678963218,0.8574848899906785
1.0,5.895758945450918,0.8781695039465841
2.0,5.948798328429161,0.8765832609497826
3.0,6.022316838143423,0.8737334446193519
