n_samples,RMSE kJ/mol,R2
0.001,3.1326285903824087,0.8478463002907777
0.01,2.4743890194565323,0.9068293293883137
0.1,2.1643440947864305,0.9302354739417849
1.0,2.063847280005099,0.9367903707558979
2.0,2.2105929886772255,0.9273824890580782
3.0,2.4160846831809017,0.913135389043296
